Product_ID,SKU,Product_Name,Brand,Supplier_ID,Category,Subcategory,Price_Segment,Unit_Cost,Unit_Price,Base_Margin_Rate,Launch_Date,Product_Status
100084,NVX-100084,Signature Pine Bed,UrbanNest,2115,Living Room,Coffee Table,Entry,462.65,775.29,0.4033,2021-12-03,Active
100085,NVX-100085,Natural Glass Cabinet,Atelier Home,2181,Lighting,Wall Light,Premium,90.96,192.08,0.5264,2023-01-28,Discontinued
100086,NVX-100086,Minimalist Ceramic Sideboard,Green Habitat,2143,Lighting,Table Lamp,Entry,109.9,210.13,0.477,2020-01-04,Active
100087,NVX-100087,Premium Rattan Chair,Lumina,2128,Home Office,Office Chair,Mid-Range,49.44,102.0,0.5153,2023-11-08,Active
100088,NVX-100088,Natural Rattan Mirror,HomeCraft,2171,Garden,Outdoor Chair,Entry,48.11,102.53,0.5308,2025-11-18,Active
100089,NVX-100089,Nordic Steel Pendant Light,Atelier Home,2065,Bathroom,Tall Cabinet,Entry,35.51,69.54,0.4894,2025-08-02,Active
100090,NVX-100090,Modern Marble Shelf,Oak & Stone,2300,Bathroom,Vanity Unit,Mid-Range,48.23,93.64,0.4849,2024-07-09,Active
100091,NVX-100091,Contemporary Glass Armchair,Green Habitat,2237,Lighting,Floor Lamp,Mid-Range,40.95,79.4,0.4843,2020-09-22,Active
100092,NVX-100092,Elegant Rattan Wall Light,Green Habitat,2284,Kitchen,Dining Chair,Mid-Range,42.09,77.21,0.4549,2022-05-30,Active
100093,NVX-100093,Premium Velvet Storage Box,UrbanNest,2385,Bathroom,Vanity Unit,Premium,81.1,158.48,0.4883,2023-07-25,Active
100094,NVX-100094,Smart Ceramic Chest of Drawers,UrbanNest,2159,Lighting,Table Lamp,Entry,66.82,159.71,0.5816,2021-11-15,Active
100095,NVX-100095,Smart Ceramic Office Chair,Novexa Essentials,2101,Bathroom,Vanity Unit,Entry,43.38,81.86,0.4701,2022-06-07,Active
100096,NVX-100096,Contemporary Marble Bench,HomeCraft,2278,Kitchen,Bar Stool,Premium,37.46,73.21,0.4883,2026-10-28,Active
100097,NVX-100097,Vintage Metal Lamp,Novexa Essentials,2005,Lighting,Pendant Light,Entry,66.34,120.88,0.4512,2025-01-19,Active
100098,NVX-100098,Natural Marble Table,Lumina,2385,Bedroom,Chest of Drawers,Premium,369.48,584.29,0.3676,2025-03-22,Active
100099,NVX-100099,Modern Glass Pendant Light,Atelier Home,2384,Kitchen,Kitchen Island,Entry,43.56,76.35,0.4295,2022-02-10,Active
100100,NVX-100100,Urban Steel Floor Lamp,Nordic Living,2388,Garden,Garden Storage,Premium,117.72,256.62,0.5413,2021-05-22,Active
100101,NVX-100101,Minimalist Rattan Bed,Atelier Home,2121,Kitchen,Kitchen Cabinet,Mid-Range,58.79,118.75,0.5049,2024-02-23,Active
100102,NVX-100102,Smart Velvet Shelf,Oak & Stone,2400,Garden,BBQ,Mid-Range,47.3,87.72,0.4608,2021-01-24,Active
100103,NVX-100103,Compact Metal Basket,HomeCraft,2024,Living Room,TV Unit,Premium,460.0,778.39,0.409,2020-11-18,Active
100104,NVX-100104,Vintage Velvet Wardrobe,Novexa Essentials,2244,Storage,Shelf,Entry,105.19,228.04,0.5387,2020-03-01,Active
100105,NVX-100105,Classic Walnut Chair,Novexa Essentials,2218,Bathroom,Tall Cabinet,Premium,47.4,86.3,0.4508,2022-10-14,Active
100106,NVX-100106,Essential Velvet Desk Lamp,Lumina,2391,Bedroom,Dresser,Mid-Range,441.23,716.52,0.3842,2024-01-15,Active
100107,NVX-100107,Premium Steel Metal Rack,Novexa Essentials,2255,Bedroom,Dresser,Premium,148.59,262.72,0.4344,2023-01-24,Active
100108,NVX-100108,Nordic Rattan Mirror,Oak & Stone,2336,Living Room,Sofa,Entry,489.86,773.51,0.3667,2026-09-07,Active
100109,NVX-100109,Natural Rattan Metal Rack,Green Habitat,2036,Garden,BBQ,Premium,118.74,221.27,0.4634,2020-05-30,Active
100110,NVX-100110,Urban Pine Bookcase,Forma Casa,2084,Bedroom,Dresser,Premium,234.5,411.12,0.4296,2025-12-20,Active
100111,NVX-100111,Compact Pine Storage Cabinet,Atelier Home,2287,Garden,Sun Lounger,Entry,71.28,129.01,0.4475,2022-09-06,Active
100112,NVX-100112,Elegant Velvet Sideboard,UrbanNest,2218,Lighting,Wall Light,Premium,48.04,98.99,0.5147,2021-04-08,Active
100113,NVX-100113,Minimalist Glass Drawer,Forma Casa,2061,Decoration,Cushion,Mid-Range,127.08,253.45,0.4986,2026-05-04,Active
100114,NVX-100114,Compact Glass Wall Light,HomeCraft,2208,Living Room,TV Unit,Entry,781.27,1133.89,0.311,2024-03-28,Active
100115,NVX-100115,Minimalist Walnut Kitchen Island,Green Habitat,2063,Decoration,Cushion,Entry,79.21,168.1,0.5288,2023-01-31,Active
100116,NVX-100116,Minimalist Oak Pendant Light,Green Habitat,2354,Living Room,TV Unit,Mid-Range,444.91,720.02,0.3821,2022-06-30,Active
100117,NVX-100117,Elegant Ceramic Cabinet,Green Habitat,2078,Bedroom,Nightstand,Entry,184.99,288.26,0.3583,2026-06-22,Active
100118,NVX-100118,Comfort Metal Basket,UrbanNest,2031,Home Office,Desk,Mid-Range,57.2,105.61,0.4584,2026-06-11,Discontinued
100119,NVX-100119,Signature Walnut Floor Lamp,Novexa Essentials,2297,Bedroom,Dresser,Mid-Range,321.09,496.57,0.3534,2026-10-09,Active
100120,NVX-100120,Smart Glass Dining Table,Lumina,2245,Kitchen,Dining Table,Mid-Range,26.52,58.5,0.5467,2024-05-10,Active
100121,NVX-100121,Nordic Glass Office Desk,Oak & Stone,2153,Decoration,Mirror,Mid-Range,114.27,221.0,0.4829,2024-06-07,Active
100122,NVX-100122,Nordic Fabric Bookcase,UrbanNest,2141,Bathroom,Vanity Unit,Entry,65.29,116.61,0.4401,2025-06-26,Active
100123,NVX-100123,Minimalist Pine Office Chair,Novexa Essentials,2336,Decoration,Clock,Mid-Range,45.82,87.52,0.4765,2025-02-13,Active
100124,NVX-100124,Smart Bamboo Desk,Forma Casa,2025,Kitchen,Kitchen Island,Entry,35.23,60.29,0.4157,2025-06-30,Active
100125,NVX-100125,Modern Glass Chest of Drawers,HomeCraft,2300,Lighting,Table Lamp,Mid-Range,88.41,206.3,0.5714,2021-08-24,Discontinued
100126,NVX-100126,Elegant Fabric Chair,Linea Design,2384,Living Room,Bookcase,Premium,718.18,1086.2,0.3388,2022-04-17,Active
100127,NVX-100127,Nordic Glass Shelf,UrbanNest,2321,Bedroom,Dresser,Mid-Range,393.5,641.18,0.3863,2021-12-09,Active
100128,NVX-100128,Urban Bamboo Bed,Atelier Home,2047,Living Room,Bookcase,Entry,668.17,1029.06,0.3507,2020-04-30,Active
100129,NVX-100129,Vintage Rattan Wall Light,Linea Design,2117,Kitchen,Bar Stool,Premium,64.21,107.62,0.4034,2021-07-02,Active
100130,NVX-100130,Urban Ceramic Drawer,Atelier Home,2239,Storage,Cabinet,Mid-Range,153.49,271.03,0.4337,2025-08-21,Active
100131,NVX-100131,Compact Metal Nightstand,Novexa Essentials,2167,Lighting,Pendant Light,Entry,78.26,154.0,0.4918,2025-07-01,Active
100132,NVX-100132,Contemporary Fabric Mirror,Novexa Essentials,2023,Lighting,Pendant Light,Premium,101.84,251.43,0.595,2021-09-16,Active
100133,NVX-100133,Premium Bamboo Desk,Novexa Essentials,2113,Living Room,Armchair,Mid-Range,573.2,902.74,0.365,2024-06-20,Active
100134,NVX-100134,Compact Steel Drawer,Novexa Essentials,2219,Garden,Outdoor Chair,Premium,101.45,182.53,0.4442,2021-04-18,Active
100135,NVX-100135,Natural Oak Storage Box,Novexa Essentials,2321,Storage,Basket,Premium,105.75,210.79,0.4983,2026-05-08,Active
100136,NVX-100136,Smart Bamboo Storage Cabinet,Novexa Essentials,2289,Lighting,Desk Lamp,Mid-Range,115.28,234.64,0.5087,2021-04-14,Active
100137,NVX-100137,Modern Steel Sofa,Lumina,2189,Living Room,Rug,Mid-Range,1026.58,1780.9,0.4236,2023-01-24,Active
100138,NVX-100138,Nordic Oak Sofa,Lumina,2164,Decoration,Mirror,Premium,82.69,171.95,0.5191,2023-07-01,Active
100139,NVX-100139,Modern Pine Armchair,Linea Design,2078,Home Office,Desk,Entry,64.31,128.81,0.5007,2021-03-27,Discontinued
100140,NVX-100140,Essential Bamboo Office Chair,Novexa Essentials,2048,Kitchen,Kitchen Shelf,Entry,66.68,137.57,0.5153,2021-04-12,Active
100141,NVX-100141,Signature Bamboo Wardrobe,Forma Casa,2223,Decoration,Cushion,Mid-Range,122.48,207.13,0.4087,2023-09-01,Active
100142,NVX-100142,Classic Rattan Office Desk,Linea Design,2357,Garden,Planter,Mid-Range,113.14,196.52,0.4243,2023-02-25,Active
100143,NVX-100143,Signature Glass Bench,Atelier Home,2228,Living Room,Coffee Table,Entry,515.12,765.4,0.327,2022-11-07,Active
100144,NVX-100144,Signature Walnut Bar Stool,Green Habitat,2096,Kitchen,Dining Table,Mid-Range,71.45,155.83,0.5415,2021-04-16,Active
100145,NVX-100145,Essential Fabric Nightstand,UrbanNest,2019,Bedroom,Dresser,Premium,422.88,673.09,0.3717,2021-09-28,Active
100146,NVX-100146,Classic Walnut Armchair,Lumina,2287,Living Room,Coffee Table,Entry,844.76,1300.83,0.3506,2021-08-20,Active
100147,NVX-100147,Elegant Pine Outdoor Table,Linea Design,2341,Decoration,Cushion,Entry,31.87,68.75,0.5364,2023-10-05,Active
100148,NVX-100148,Modern Oak Pendant Light,Lumina,2176,Garden,Garden Storage,Entry,43.51,92.34,0.5288,2022-03-27,Active
100149,NVX-100149,Signature Steel Chest of Drawers,Oak & Stone,2164,Lighting,Wall Light,Entry,63.72,123.16,0.4826,2023-03-22,Active
100150,NVX-100150,Minimalist Walnut Shelf,Nordic Living,2248,Lighting,Wall Light,Entry,61.21,136.05,0.5501,2024-06-30,Active
100151,NVX-100151,Comfort Marble Shelf,Nordic Living,2022,Living Room,TV Unit,Mid-Range,312.74,498.81,0.373,2023-06-08,Active
100152,NVX-100152,Compact Rattan Table,Novexa Essentials,2225,Kitchen,Kitchen Island,Entry,21.14,38.31,0.4482,2026-06-21,Active
100153,NVX-100153,Compact Velvet Bench,Nordic Living,2061,Home Office,Bookcase,Entry,130.2,259.88,0.499,2026-06-17,Active
100154,NVX-100154,Comfort Fabric Wall Light,Lumina,2376,Living Room,Armchair,Entry,677.65,1000.98,0.323,2026-05-01,Active
100155,NVX-100155,Comfort Velvet Sofa,Atelier Home,2051,Kitchen,Kitchen Island,Entry,54.62,101.54,0.4621,2023-08-11,Active
100156,NVX-100156,Vintage Oak Kitchen Island,Atelier Home,2103,Storage,Plastic Box,Mid-Range,101.1,216.82,0.5337,2020-10-05,Active
100157,NVX-100157,Essential Velvet TV Unit,Green Habitat,2036,Decoration,Mirror,Mid-Range,94.92,183.11,0.4816,2026-06-19,Active
100158,NVX-100158,Minimalist Steel Office Chair,Nordic Living,2359,Kitchen,Kitchen Shelf,Premium,24.96,46.68,0.4653,2026-06-29,Active
100159,NVX-100159,Urban Pine Bar Stool,Linea Design,2067,Lighting,Floor Lamp,Mid-Range,68.25,151.54,0.5496,2020-06-11,Active
100160,NVX-100160,Modern Velvet Desk Lamp,Oak & Stone,2071,Lighting,Table Lamp,Entry,67.89,136.45,0.5025,2023-12-26,Active
100161,NVX-100161,Elegant Rattan Table,Green Habitat,2082,Bathroom,Mirror,Mid-Range,70.92,138.09,0.4864,2020-07-26,Active
100162,NVX-100162,Minimalist Oak Coffee Table,Forma Casa,2211,Storage,Shelf,Mid-Range,212.48,389.52,0.4545,2025-07-17,Active
100163,NVX-100163,Signature Ceramic Wardrobe,UrbanNest,2375,Bathroom,Storage Cabinet,Entry,71.99,159.21,0.5478,2026-05-21,Active
100164,NVX-100164,Modern Metal Wardrobe,UrbanNest,2396,Kitchen,Dining Chair,Mid-Range,38.76,64.67,0.4006,2025-10-19,Discontinued
100165,NVX-100165,Signature Rattan Chest of Drawers,Green Habitat,2388,Garden,Sun Lounger,Entry,67.95,120.69,0.437,2022-09-11,Active
100166,NVX-100166,Smart Ceramic Floor Lamp,Novexa Essentials,2132,Decoration,Wall Art,Premium,61.21,116.57,0.4749,2023-11-17,Active
100167,NVX-100167,Essential Metal Sideboard,Atelier Home,2344,Storage,Cabinet,Mid-Range,159.97,323.47,0.5055,2022-08-20,Active
100168,NVX-100168,Elegant Pine Lamp,Oak & Stone,2224,Home Office,Office Chair,Entry,44.68,85.19,0.4755,2025-02-09,Active
100169,NVX-100169,Classic Pine Chair,HomeCraft,2198,Lighting,Desk Lamp,Entry,59.02,120.68,0.5109,2025-08-23,Active
100170,NVX-100170,Urban Fabric Storage Cabinet,Green Habitat,2028,Bedroom,Dresser,Mid-Range,177.87,323.26,0.4498,2024-11-06,Active
100171,NVX-100171,Natural Velvet Metal Rack,Forma Casa,2052,Home Office,Bookcase,Premium,68.29,113.86,0.4002,2024-10-05,Active
100172,NVX-100172,Modern Walnut Desk Lamp,Novexa Essentials,2008,Living Room,Bookcase,Mid-Range,769.17,1227.3,0.3733,2021-05-10,Active
100173,NVX-100173,Premium Ceramic TV Unit,Oak & Stone,2261,Lighting,Wall Light,Entry,51.75,114.95,0.5498,2023-02-11,Active
100174,NVX-100174,Vintage Walnut Coffee Table,Oak & Stone,2355,Lighting,Floor Lamp,Premium,45.7,97.5,0.5313,2024-08-13,Active
100175,NVX-100175,Smart Glass Cabinet,Lumina,2014,Living Room,Rug,Premium,271.22,434.38,0.3756,2021-02-21,Active
100176,NVX-100176,Comfort Rattan Office Desk,Novexa Essentials,2367,Bedroom,Dresser,Premium,171.06,285.33,0.4005,2025-04-01,Active
100177,NVX-100177,Nordic Marble Wardrobe,Atelier Home,2196,Bathroom,Vanity Unit,Entry,34.67,75.29,0.5395,2025-02-26,Active
100178,NVX-100178,Natural Walnut Armchair,Oak & Stone,2318,Lighting,Pendant Light,Mid-Range,58.71,120.27,0.5118,2024-03-08,Active
100179,NVX-100179,Smart Pine Metal Rack,Lumina,2363,Bedroom,Dresser,Premium,558.56,879.29,0.3648,2026-04-18,Active
100180,NVX-100180,Essential Metal BBQ,Novexa Essentials,2278,Garden,BBQ,Premium,107.97,216.2,0.5006,2026-11-13,Active
100181,NVX-100181,Signature Steel Nightstand,Novexa Essentials,2006,Living Room,Corner Sofa,Mid-Range,231.96,366.76,0.3675,2026-05-06,Active
100182,NVX-100182,Contemporary Marble Desk,Novexa Essentials,2156,Living Room,TV Unit,Entry,412.7,670.81,0.3848,2024-03-20,Active
100183,NVX-100183,Nordic Oak Wardrobe,Nordic Living,2022,Storage,Basket,Premium,138.2,254.63,0.4573,2021-08-28,Active
100184,NVX-100184,Smart Walnut Chair,UrbanNest,2235,Lighting,Wall Light,Entry,61.46,143.74,0.5724,2021-07-29,Active
100185,NVX-100185,Essential Ceramic Office Desk,Forma Casa,2280,Garden,Garden Storage,Entry,147.83,322.28,0.5413,2024-10-15,Active
100186,NVX-100186,Contemporary Fabric Bed,Lumina,2217,Kitchen,Kitchen Shelf,Mid-Range,61.76,135.15,0.543,2025-06-26,Active
100187,NVX-100187,Signature Rattan Metal Rack,Novexa Essentials,2203,Lighting,Desk Lamp,Entry,51.65,96.62,0.4654,2025-08-02,Active
100188,NVX-100188,Signature Metal Desk,Linea Design,2366,Lighting,Desk Lamp,Entry,49.8,109.18,0.5439,2020-03-03,Active
100189,NVX-100189,Urban Velvet Chair,Lumina,2313,Living Room,Armchair,Entry,465.15,764.92,0.3919,2022-09-24,Active
